,venue,address,latitude,longitude,neighborhood,category
246,El Tacorrido,5811 Berkman Dr,30.312106,-97.692123,WINDSOR PARK,Taco Place
247,Hula Hut,3825 Lake Austin Blvd,30.29488593980785,-97.78429172460577,WEST AUSTIN NG,Mexican Restaurant
248,Tumble22,2304 Lake Austin Blvd,30.277636,-97.77168,WEST AUSTIN NG,Fried Chicken Joint
249,Maudie's Cafe,2608 W 7th St,30.2828471,-97.77562730000001,WEST AUSTIN NG,Mexican Restaurant
250,Tarry House,3006 Bowman Ave,30.300240613793314,-97.77056088994145,WEST AUSTIN NG,American Restaurant
251,The Beer Plant,3110 Windsor Rd,30.29673644528341,-97.7677198762694,WEST AUSTIN NG,Vegetarian / Vegan Restaurant
252,Josephine House,1601 Waterston Ave,30.28064795890381,-97.75901664636474,OLD WEST AUSTIN,Café
253,Abel's on the Lake,3825 Lake Austin Blvd,30.295268156965612,-97.78438940930324,WEST AUSTIN NG,American Restaurant
254,Thundercloud Subs,2308 Lake Austin Boulevard,30.2781195,-97.77203979,WEST AUSTIN NG,Sandwich Place
255,Musashino Sushi Dokoro,2905 San Gabriel St #200,30.2979174020733,-97.74739048623567,WEST UNIVERSITY,Sushi Restaurant
256,Pool Burger,2315 Lake Austin Blvd,30.2778,-97.77259,WEST AUSTIN NG,Burger Joint
257,Food! Food!,2727 Exposition Blvd,30.30419,-97.764603,WEST AUSTIN NG,Sandwich Place
258,Jeffrey's,1204 W Lynn St,30.28044730526603,-97.75911158895477,OLD WEST AUSTIN,American Restaurant
259,68 Degree Kitchen,2401 Lake Austin Blvd,30.277838448927845,-97.77272347244092,WEST AUSTIN NG,Italian Restaurant
260,Bert's BBQ,907 W 24th St,30.28800299328462,-97.74729448407766,WEST UNIVERSITY,BBQ Joint
261,Cipollina West Austin Bistro,1213 W Lynn St,30.28056058297976,-97.75851238701486,OLD WEST AUSTIN,Italian Restaurant
262,West Campus Food Trucks,2512 Rio Grande St,30.28718382494919,-97.74992227730019,WEST UNIVERSITY,Food Truck
263,Fabi + Rosi,509 Hearn St,30.278818,-97.772776,WEST AUSTIN NG,French Restaurant
264,Rancho Rio Eatery,26th Street,30.290537,-97.744741,WEST UNIVERSITY,Food Truck
265,Stinson's Bistro,2401 Lake Austin Blvd,30.277943605344486,-97.7727098637053,WEST AUSTIN NG,Bistro
266,Quincy Erickson,2703 Maria Anna Rd,30.305413,-97.768496,WEST AUSTIN NG,Food
267,Food Trucktopia,,30.299231544621268,-97.75799751104077,WINDSOR ROAD,Food Truck
268,Zocalo Cafe,1110 W Lynn St,30.279991363648296,-97.75941368860848,OLD WEST AUSTIN,Mexican Restaurant
269,Red Lotus Asian Grille,"6507 Jester Blvd, Suit 501",30.369555271406078,-97.80075346525119,JESTER,Asian Restaurant
270,SUBWAY,6507 Jester Blvd Ste 101,30.370263828835746,-97.8000683989149,JESTER,Sandwich Place
271,Papa John's Pizza,6507 Jester Blvd Ste 109,30.3700190805654,-97.79958996277986,JESTER,Pizza Place
272,Austin's Pizza,7301 N FM 620 Rd,30.37241672889548,-97.80224258451187,JESTER,Pizza Place
273,Indeed Cafe,,30.373658049480937,-97.78211151350767,BULL CREEK,Café
274,Torchy's Tacos,5900 W Slaughter Ln Ste 550,30.2015232,-97.8800798,VILLAGE AT WESTERN OAKS,Taco Place
275,Waterloo Ice House,9600 Escarpment Blvd,30.2034836,-97.8789082,VILLAGE AT WESTERN OAKS,American Restaurant
276,District Kitchen + Cocktails,5900 W Slaughter Ln Ste D500,30.20148697416154,-97.87973231219046,VILLAGE AT WESTERN OAKS,American Restaurant
277,SUBWAY,5800 W Slaughter Ln #380,30.20088300628962,-97.87581867676022,VILLAGE AT WESTERN OAKS,Sandwich Place
278,Mangieri's Pizza Café,5900 W Slaughter Ln,30.201305112780656,-97.87901335784284,VILLAGE AT WESTERN OAKS,Pizza Place
279,Food Trailer Night,,30.192297509755942,-97.9086934800941,CIRCLE C SOUTH,Food Truck
280,Satellite...Eat. Drink. Orbit.,5900 W Slaughter Ln #400,30.201790496376493,-97.87881837499513,VILLAGE AT WESTERN OAKS,New American Restaurant
281,Korean Komfort,2512 Rio Grande St,30.202482066634175,-97.87424603091426,VILLAGE AT WESTERN OAKS,Food Truck
282,Circle C Grill & Catering,5919 La Crosse Ave,30.193092346191406,-97.88541412353516,CIRCLE C SOUTH,Snack Place
283,Wildflower Cafe,4801 La Crosse Ave,30.18583106994629,-97.87315368652344,SOUTH BRODIE,Café
284,Mmmpanadas,,30.187348347856283,-97.87474029799567,CIRCLE C SOUTH,Food Truck
285,Sweet Caroline's Snow Shack,5700 W Slaughter Ln,30.194215466278838,-97.88505691235407,CIRCLE C SOUTH,Food Truck
286,Dan's Hamburgers,4308 Manchaca Rd,30.230776050554066,-97.78821103195052,SOUTH LAMAR,Burger Joint
287,In-N-Out Burger,3701 S. Lamar Blvd.,30.238659,-97.788602,SOUTH LAMAR,Fast Food Restaurant
288,Veracruz All Natural,4204 Manchaca Rd,30.23148062389229,-97.78784368205956,SOUTH LAMAR,Taco Place
289,Whataburger,1908 W Ben White Blvd,30.230343207423573,-97.78715752445805,SOUTH LAMAR,Burger Joint
290,Pinthouse Pizza,4236 S Lamar Blvd,30.23597576734187,-97.79584124901226,BARTON HILLS,Pizza Place
291,Pluckers Wing Bar,3909B S Lamar Blvd,30.2366898,-97.7908154,SOUTH LAMAR,Wings Joint
292,The Park on South Lamar,4024 S Lamar Blvd,30.236258441285806,-97.79333122017404,BARTON HILLS,American Restaurant
293,Taco Bell,1701 W Ben White Blvd,30.227696799087237,-97.78523727462843,SOUTH MANCHACA,Fast Food Restaurant
294,Olive Garden,3940 S Lamar Blvd,30.23697676190755,-97.79240476983283,BARTON HILLS,Italian Restaurant
295,Taco Cabana,2117 W Ben White Blvd,30.23059360675037,-97.79145564537586,WESTGATE,Taco Place
296,Freebirds World Burrito,"4032 South Lamar Blvd, Ste. 100",30.23666608307003,-97.79389187693596,BARTON HILLS,Mexican Restaurant
297,Popeyes Louisiana Kitchen,2101 W Ben White Blvd,30.230146234362067,-97.7905210801207,WESTGATE,Fried Chicken Joint
298,The Vegan Yacht,,30.21809504749467,-97.79600383126119,WESTGATE,Food Truck
299,BJ's Restaurant & Brewhouse,5207 Brodie Lane,30.2306535,-97.8149562,WESTGATE,American Restaurant
300,Azul Tequila,4211 S Lamar Blvd,30.233623023873417,-97.79229643412702,SOUTH LAMAR,Mexican Restaurant
301,Jack in the Box,1801 W Ben White Blvd,30.2283943,-97.7864675,SOUTH MANCHACA,Fast Food Restaurant
302,Cherry Creek Catfish Co.,5712 Manchaca Road,30.214751454117348,-97.79935300573591,GARRISON PARK,Seafood Restaurant
303,Red Lobster,"3815 S. Lamar Blvd., SOUTH AUSTIN",30.237734,-97.789567,SOUTH LAMAR,Seafood Restaurant
304,Pei Wei,4200 S Lamar Blvd.,30.235924,-97.795227,BARTON HILLS,Asian Restaurant
305,Moreno Barbecue,5700 Menchaca Rd,30.21479606628418,-97.79969787597656,GARRISON PARK,BBQ Joint
306,Buffet Palace,4608 West Gate Blvd,30.23037484331009,-97.80114129443821,WESTGATE,Asian Restaurant
307,Milano Pizza,1025 W Stassney Ln,30.210116999999997,-97.786979,GARRISON PARK,Pizza Place
308,Pok-E-Jo's,4109 S Capital of Texas Hwy,30.237013628457092,-97.79730356091683,BARTON HILLS,BBQ Joint
309,Captain Quackenbush's Coffeehouse,,30.217776,-97.795969,SOUTH MANCHACA,Bakery
310,Austin Java,5404 Menchaca Rd,30.217557,-97.796687,WESTGATE,Café
311,Gatti's Pizza,6800 West Gate Blvd,30.21352712351716,-97.80532623687681,GARRISON PARK,Pizza Place
312,Hunan Lion Restaurant,4006 S Lamar Blvd Ste 1000,30.23724124219567,-97.79369861301639,BARTON HILLS,Chinese Restaurant
313,Sap's Fine Thai Cuisine,4514 West Gate Blvd,30.231373533415862,-97.80085508896673,WESTGATE,Thai Restaurant
314,Tuktuk,,30.215997,-97.796643,SOUTH MANCHACA,Thai Restaurant
315,Conans Pizza South,2018 W Stassney Ln,30.21624479871301,-97.79830327932504,WESTGATE,Pizza Place
316,Matt's El Rancho,2613 S Lamar Blvd,30.245307338988525,-97.7793942016119,SOUTH LAMAR,Tex-Mex Restaurant
317,Sonic Drive-In,2632 S Lamar Blvd,30.245756324905,-97.780058225635,ZILKER,Fast Food Restaurant
318,Torchy's Tacos,3005 S Lamar Blvd,30.2416876,-97.7842784,SOUTH LAMAR,Taco Place
319,Kerbey Lane Cafe,3003 S Lamar Blvd,30.241803,-97.783816,SOUTH LAMAR,Café
320,Phantasma Kitchen,3403,30.240846,-97.785728,SOUTH LAMAR,Pizza Place
321,Lechuza Birria Tacos,3403 S Lamar Blvd,30.240743,-97.785905,SOUTH LAMAR,Taco Place
322,Barley Bean,,30.239112825876116,-97.78878035735751,BARTON HILLS,Deli / Bodega
323,Chi'lantro,1509 S Lamar Blvd,30.25218261457109,-97.76405162204173,ZILKER,Korean Restaurant
324,Sonic Drive-In,9916 Brodie Ln,30.18476577527,-97.8497535773431,BRODIE LANE,Fast Food Restaurant
325,Whataburger,3400 W Slaughter Ln,30.182968816917846,-97.84744352102274,CHERRY CREEK,Burger Joint
326,Taco Bell,3324 W Slaughter Ln,30.182484419252205,-97.84671558967595,CHERRY CREEK,Fast Food Restaurant
327,Bush's Chicken,9815 Brodie Lane,30.185858917770116,-97.84766829208462,CHERRY CREEK,Fried Chicken Joint
328,Broadie Area,,30.199753059221457,-97.83515665247532,CHERRY CREEK,Bakery
329,Maudie's Hacienda,9911 Brodie Ln #900,30.1847199,-97.8489851,CHERRY CREEK,Mexican Restaurant
330,Evangeline Café,8106 Brodie Ln,30.20212665004666,-97.83864960860278,BRODIE LANE,Cajun / Creole Restaurant
331,Tino's Greek Cafe,9901 Brodie Ln,30.1848712301815,-97.84783641630146,CHERRY CREEK,Greek Restaurant
332,Madam Mam's,,30.18344372666556,-97.84822687989353,CHERRY CREEK,Thai Restaurant
333,Shipley Donuts,8213 Brodie Ln,30.200867,-97.838402,CHERRY CREEK,Donut Shop
334,Galaxy Cafe,9911 Brodie Ln Ste 750,30.183369298422065,-97.84804932234124,CHERRY CREEK,American Restaurant
335,Casa Arandinas,,30.19381147570534,-97.84276477412746,CHERRY CREEK,Mexican Restaurant
336,Almas Tacos,8213 Brodie Ln,30.20082589276975,-97.8380721612786,CHERRY CREEK,Taco Place
337,Nanami Sushi Bar & Grill,9001 Brodie Ln #B1,30.193525178775076,-97.84307297807018,CHERRY CREEK,Sushi Restaurant
338,KC Donuts,8106 Brodie Ln,30.202356935814088,-97.83834898055702,BRODIE LANE,Donut Shop
339,Crema Bakery,9001 Brodie Ln Ste B3,30.193446722788895,-97.84309883276863,CHERRY CREEK,Bakery
340,Taqueria Mina,,30.178747,-97.838875,CHERRY CREEK,Taco Place
341,Subway,8906 Brodie Ln,30.195274558501506,-97.84313588138735,BRODIE LANE,Sandwich Place
342,Jet's Pizza,9001 Brodie Ln,30.19392957240461,-97.84275603162739,CHERRY CREEK,Pizza Place
343,Brodie Park Market,9001 Brodie Ln,30.194049021128876,-97.842747423222,CHERRY CREEK,Deli / Bodega
344,Sonic Drive-In,7711 Brodie Ln,30.205052000000002,-97.835827,CHERRY CREEK,Fast Food Restaurant
345,Poke Poke,,30.183223,-97.848083,CHERRY CREEK,Hawaiian Restaurant
346,Papa John's Pizza,"8106 Brodie Ln, Ste 101",30.202632089665897,-97.83822982209017,BRODIE LANE,Pizza Place
347,Beijing Wok Chinese Restaurant,8106 Brodie Ln Ste 109,30.202053586577005,-97.8383767803882,BRODIE LANE,Chinese Restaurant
348,SUBWAY,9911 Brodie Ln,30.18314404348701,-97.84797816136448,CHERRY CREEK,Sandwich Place
349,Livefeast com,3920 Idalia Dr,30.181373999999998,-97.860405,SOUTH BRODIE,Food
350,Pizza Hut,8400 Brodie Ln Ste 105,30.200537347670465,-97.83958464860922,BRODIE LANE,Pizza Place
351,Wok On Fire,9901 Brodie Ln,30.18514128101419,-97.84750717828035,CHERRY CREEK,Chinese Restaurant
352,Soul Of A Hick,6218 Brodie Ln,30.20227916599611,-97.84637066818532,BRODIE LANE,Food Truck
353,Whitfield's,,30.194405,-97.8426,CHERRY CREEK,BBQ Joint
354,In-N-Out Burger,4515 Airport Blvd,30.304358,-97.715678,NORTH LOOP,Fast Food Restaurant
355,Tyson's Tacos,4905 Airport Blvd,30.309663588079886,-97.7152521078881,NORTH LOOP,Taco Place
356,Home Slice Pizza,501 E 53rd St,30.316135644606348,-97.71846753018822,NORTH LOOP,Pizza Place
357,McDonald's,5516 N Lamar Blvd,30.323702370089755,-97.72833697032183,BRENTWOOD,Fast Food Restaurant
358,Panda Express,5764 Airport Blvd,30.3215040156829,-97.71434657268271,HIGHLAND,Chinese Restaurant
359,Freebirds World Burrito,"1000 E 41st St, Ste. 260",30.2995852,-97.7213444,HANCOCK,Mexican Restaurant
360,Taco Cabana,5242 N Lamar Blvd,30.321009886089044,-97.72969193887506,BRENTWOOD,Taco Place
361,Pinthouse Pizza,4729 Burnet Rd,30.318748475071835,-97.7390860867844,BRENTWOOD,Pizza Place
362,Dan's Hamburgers,5602 N Lamar Blvd,30.32479608002406,-97.72738144948038,BRENTWOOD,Burger Joint
363,Jason's Deli,1000 E 41st St,30.30090747096066,-97.72121922448105,HANCOCK,Deli / Bodega
364,JewBoy Burgers (Jewboy Burgers),5111 Airport Blvd,30.312608369979447,-97.71524961696363,NORTH LOOP,Burger Joint
365,Wendy’s,1000 E 41st St,30.2985375,-97.7181315,HANCOCK,Fast Food Restaurant
366,Tso Chinese Delivery,"3909 N INTERSTATE 35, Ste E-5",30.295672663908075,-97.7172636888855,UPPER BOGGY CREEK,Chinese Restaurant
367,Mandola's Italian Market,4700 W Guadalupe St #12,30.3155528,-97.7332374,TRIANGLE STATE,Italian Restaurant
368,Quack's 43rd St Bakery,411 E 43rd St,30.3047312713377,-97.72651108375807,HYDE PARK,Bakery
369,Wingzup,1000 E 41st St Ste 210,30.30003537454869,-97.72156807935443,HANCOCK,Wings Joint
370,Tacodeli,4200 N Lamar Blvd,30.31043169411083,-97.74001697215408,ROSEDALE,Taco Place
371,Uchiko,4200 N Lamar Blvd,30.310836283619356,-97.73977168810309,ROSEDALE,Japanese Restaurant
372,Citizen Eatery,5011 Burnet Rd,30.32145842447524,-97.73904880767277,BRENTWOOD,Vegetarian / Vegan Restaurant
373,SUBWAY,1901 E Ben White Blvd,30.215383529663086,-97.7471694946289,MCKINNEY,Sandwich Place
374,The Hideaway Kitchen & Bar,4323 S Interstate 35,30.211586999999998,-97.75272700000001,FRANKLIN PARK,Restaurant
375,Vic's BBQ,3502 Burleson Rd,30.216532899026973,-97.73475889086622,PARKER LANE,BBQ Joint
376,La Tunita 512,2400 Burleson Rd,30.229411,-97.735831,PARKER LANE,Taco Place
377,Het Say,2121 E Oltorf St,30.229782347098844,-97.73223005177726,PARKER LANE,Vietnamese Restaurant
378,Taqueria Peloncitos,,30.214338784014522,-97.7446383279558,MCKINNEY,Food Truck
379,Don Juan,2506 E Ben White Blvd,30.21594770674711,-97.73576845155218,PARKER LANE,Mexican Restaurant
380,The Limestone Kitchen,4415 S I-35,30.210915171588617,-97.75329798460012,FRANKLIN PARK,Restaurant
381,Lopez Taco Shop,,30.206040653650785,-97.75056422985507,FRANKLIN PARK,Food Truck
382,IHOP,4118 S Interstate 35,30.215020102077567,-97.75351524353027,EAST CONGRESS,Breakfast Spot
383,Walmart Bakery,710 E Ben White Blvd,30.21894243,-97.75539607,ST. EDWARDS,Bakery
384,ReVive!,3401 S Interstate 35,30.222902204364125,-97.74599447164813,PARKER LANE,American Restaurant
385,Thai Curry,,30.211656732331882,-97.75298884718696,FRANKLIN PARK,Thai Restaurant
386,Taqueria Chapala #5,2121 E Oltorf St,30.230070874630577,-97.73297366215087,PARKER LANE,Mexican Restaurant
387,Costco Food Court,,30.396529961966486,-97.74399982456914,GATEWAY,Food Court
388,Lupe Tortilla - Austin - Arbor Walk,10515 N Mopac Expy Bldg R,30.387016780364505,-97.73397012188329,NORTH BURNET,Mexican Restaurant
389,la Madeleine French Bakery & Café Arboretum,9828 Great Hills Trl Ste 650,30.395668,-97.747169,JOLLYVILLE,French Restaurant
390,P.F. Chang's,10114 Jollyville Rd,30.3955107,-97.7503492,JOLLYVILLE,Chinese Restaurant
391,Panera Bread,9901 N Capital of Texas Hwy Ste 100,30.390232,-97.74,GATEWAY,Bakery
392,Luby's,8176 N. Mo-Pac Expressway,30.368387,-97.743993,WESTOVER HILLS,Comfort Food Restaurant
393,Mighty Fine Burgers,10515 N Mopac Expy Unit 205,30.38978577698519,-97.73324197611947,NORTH BURNET,Burger Joint
394,Five Guys,"10000 Research Blvd., #142",30.39092,-97.748337,JOLLYVILLE,Burger Joint
395,Torchy's Tacos,4211 Spicewood Springs Rd,30.37068716082443,-97.75627740542404,NORTHWEST HILLS,Taco Place
396,Haru,9503 Research Blvd,30.386704977485962,-97.74187186437221,GATEWAY,Asian Restaurant
397,Chipotle Mexican Grill,10515 N Mopac Expy Ste B200,30.389870212109194,-97.73331838615559,NORTH BURNET,Mexican Restaurant
398,Taco Cabana,9605 Research Blvd,30.388315887559,-97.74309127680898,GATEWAY,Taco Place
399,Corner Bakery Cafe,9761 Great Hills Trail,30.393852,-97.750859,JOLLYVILLE,Bakery
400,Southside Market & Bbq,10515 N Mopac Expy,30.38954,-97.73318,NORTH BURNET,Restaurant
401,Masala Wok,10515 N Mopac Expy Ste A155,30.389048454684914,-97.73314019847437,NORTH BURNET,Asian Restaurant
402,Another Broken Egg Cafe,8012 Mesa Dr,30.370731,-97.75855,BULL CREEK,Café
403,Jason's Deli,10225 Research Blvd Ste 1010,30.394691923969617,-97.74465037604006,GATEWAY,Deli / Bodega
404,Modern Market,9828 Great Hills Trl Ste 110,30.3955094,-97.7487781,JOLLYVILLE,American Restaurant
405,Honest Mary’s,9828 Great Hills Trl Ste 300,30.394943144696835,-97.74844293126253,JOLLYVILLE,New American Restaurant
406,Baby Acapulco,9505 Stonelake Blvd,30.386752006930234,-97.73771149648385,GATEWAY,Mexican Restaurant
407,Estancia Churrascaria Brazilian Steakhouse,10000 Research Blvd Ste B,30.39311534621932,-97.7474912063269,JOLLYVILLE,Churrascaria
408,Fire Bowl Cafe,9828 Great Hills Trl,30.39502161596378,-97.74951331930731,JOLLYVILLE,Asian Restaurant
409,Manuel's,10201 Jollyville Rd,30.396830573807367,-97.74939269740125,JOLLYVILLE,Mexican Restaurant
410,Troy,8105 Mesa Dr,30.371653112401052,-97.75690392992169,NORTHWEST HILLS,Turkish Restaurant
411,Wally's Burger Express,8107 Mesa Dr,30.37213112087914,-97.7566262913011,WESTOVER HILLS,Burger Joint
412,Newk's Express Cafe,9722 Great Hills Trl #130,30.39508886628646,-97.75089056838658,JOLLYVILLE,Café
413,Truluck's Seafood Steak & Crab,10225 Research Blvd,30.395394997220247,-97.74544678036266,GATEWAY,Seafood Restaurant
414,Galaxy Cafe,8127 Mesa Dr Ste A100,30.37315608299405,-97.75582331898426,WESTOVER HILLS,American Restaurant
415,Jersey Mike's Subs,"10001 Research Blvd., Suite 170",30.392389,-97.745157,GATEWAY,Sandwich Place
416,Eddie V's Prime Seafood,9400B Arboretum Blvd,30.389620165313094,-97.75295057464756,JOLLYVILLE,Seafood Restaurant
417,Maudie's North Lamar,10205 N Lamar Blvd,30.372,-97.69138,NORTH LAMAR,Mexican Restaurant
418,The Halal Bros,1910 W Braker Lane,30.392817637161574,-97.70681101111663,GRACY WOODS,Middle Eastern Restaurant
419,Chuy's Tex-Mex,10520 N Lamar Blvd,30.37508014595138,-97.6905871670896,NORTH LAMAR RUNDBERG,Mexican Restaurant
420,Wendy’s,1910 W Braker Ln,30.392229,-97.7068047,GRACY WOODS,Fast Food Restaurant
421,International Food,11331 N Lamar Blvd,30.382330141139505,-97.68517602429225,GRACY WOODS,Mediterranean Restaurant
422,Santorini Cafe,11800 N Lamar Blvd Bldg 1,30.387787558093724,-97.68398349224131,GRACY WOODS,Greek Restaurant
423,Balkan Cafe & Grill,11800 N Lamar Blvd,30.388050520043432,-97.68415506614681,GRACY WOODS,Eastern European Restaurant
424,Mariscos Tampico Bar & Grill,10601 N Lamar Blvd,30.373921972353035,-97.68864012404099,NORTH LAMAR,Mexican Restaurant
425,Pho Saigon,10901 N Lamar Blvd #108,30.378036303841842,-97.68720454742908,NORTH LAMAR,Vietnamese Restaurant
426,Smokin Beauty,11806 N Lamar Blvd,30.388632,-97.683565,GRACY WOODS,BBQ Joint
427,Korean Grill,10901 N Lamar Blvd #204,30.378983095137333,-97.68694230024873,NORTH LAMAR,Korean Restaurant
428,Maki Toki,1910 W Braker Ln,30.3925967,-97.7071181,GRACY WOODS,Sushi Restaurant
429,taquito aviles,Braker Ln,30.37703495610781,-97.69466203106712,NORTH LAMAR RUNDBERG,Food Truck
430,Baguette House & Cafe,10901 N Lamar Blvd,30.377137365679467,-97.68682001913672,NORTH LAMAR,Vietnamese Restaurant
431,Matamoros Tacos,10810 N Lamar Blvd,30.37730172315548,-97.68899527498473,NORTH LAMAR,Food Truck
432,New Fortune Chinese Seafood Restaurant,10901 N Lamar Blvd,30.37784779038532,-97.68809553907404,NORTH LAMAR,Cantonese Restaurant
433,Rice Bowl Cafe,11220 N Lamar Blvd,30.382539098822075,-97.68829824531223,GRACY WOODS,Chinese Restaurant
434,Zaytoyna Lounge,11800 N Lamar Blvd Bldg 5B,30.38845932191481,-97.68407526605655,GRACY WOODS,Café
435,Peace Bakery and Deli Halal Restaurant,11220 N. Lamar Blvd.,30.382109908266496,-97.68723255524152,GRACY WOODS,Halal Restaurant
436,Lily's Sandwich,10901 N Lamar Blvd #105,30.37834150428237,-97.68725872921915,NORTH LAMAR,Vietnamese Restaurant
437,Pho Danh House of Noodle,11220 N Lamar Blvd,30.38214948253014,-97.68761638838666,GRACY WOODS,Vietnamese Restaurant
438,First Chinese BBQ,10901 N Lamar Blvd,30.37844468752835,-97.68671173887614,NORTH LAMAR,Chinese Restaurant
439,River City Donuts 2,,30.40073327717207,-97.70379271358193,NORTH BURNET,Donut Shop
440,Oakwood BBQ,307 E Braker Ln,30.377958413425326,-97.67948641249825,NORTH LAMAR,Restaurant
441,Kiefer's Cafe & Catering,2007 Kramer Ln Ste 105,30.38840667482074,-97.70990442220267,NORTH LAMAR RUNDBERG,Deli / Bodega
442,DoubleDave's Pizzaworks,11900 Metric Blvd Ste F,30.400424810527785,-97.70409113674012,NORTH BURNET,Pizza Place
443,El Trampo Tacos,11331A N. LAMAR BLVD,30.381975193208014,-97.6859155930508,GRACY WOODS,Taco Place
444,Pho Ha Noi Cuisine,11331 N Lamar Blvd # F,30.38218789594194,-97.68506172983098,GRACY WOODS,Vietnamese Restaurant
445,Ross' Cafe,11800 N Lamar Blvd,30.38843971816269,-97.68382902435293,GRACY WOODS,Café
446,Central Donut,1910 W Braker Ln #700,30.392869579332377,-97.70685848748998,GRACY WOODS,Donut Shop
447,Raising Cane's Chicken Fingers,2109 E Riverside Dr,30.2395677793556,-97.72696718217605,RIVERSIDE,Fried Chicken Joint
448,Taco Bell,2308 E Riverside Dr,30.238159572201283,-97.72532561538756,RIVERSIDE,Fast Food Restaurant
449,Wingstop,2410 E Riverside Dr,30.23591664955052,-97.72371276270563,RIVERSIDE,Wings Joint
450,SONIC Drive In,1901 Montopolis Dr,30.2256236055648,-97.7025391944562,MONTOPOLIS,Fast Food Restaurant
451,Pho Please,1920 E Riverside Dr,30.24306234040976,-97.72808197047426,RIVERSIDE,Vietnamese Restaurant
452,Hecho En Mexico,,30.224027,-97.703895,MONTOPOLIS,Mexican Restaurant
453,Mr. Gatti's Pizza,2410 E Riverside Dr,30.236959524193644,-97.72475829639849,RIVERSIDE,Pizza Place
454,Thundercloud Subs,2021 E Riverside Dr,30.24008209501906,-97.72749347944746,RIVERSIDE,Sandwich Place
455,888 Vietnamese Restaurant,2400 E Oltorf St,30.22962680466954,-97.73011688665741,RIVERSIDE,Vietnamese Restaurant
456,Little Caesars Pizza,4410 E Riverside Dr Ste 170,30.233925104312032,-97.721188996186,PLEASANT VALLEY,Pizza Place
457,Chipotle Mexican Grill,1920 E Riverside Dr Ste E-150,30.242141089875346,-97.72727691938695,RIVERSIDE,Mexican Restaurant
458,Chi'lantro,,30.24377133263751,-97.72823931768949,RIVERSIDE,Korean Restaurant
459,Master Donuts,6100 E Riverside Dr #103,30.2265567779541,-97.70567321777344,MONTOPOLIS,Donut Shop
460,Grizzelda's,105 Tillery St,30.252003831329926,-97.70849184944346,GOVALLE,Mexican Restaurant
461,Taqueria Arandinas,2110 E Riverside Dr,30.24065539838396,-97.72663701384698,RIVERSIDE,Mexican Restaurant
462,Ray's Barbeque,,30.238801000000002,-97.69432900000001,MONTOPOLIS,BBQ Joint
463,Tillery Kitchen and Bar,3201 E Cesar Chavez St,30.25183291451951,-97.70865590667502,GOVALLE,Mediterranean Restaurant
464,TOMGRO Grocery,1313 Montopolis Dr,30.230272846599473,-97.69980299033936,MONTOPOLIS,American Restaurant
465,El Jacalito Restaurant,2030 E Oltorf St,30.230422292859828,-97.73200249262698,RIVERSIDE,Mexican Restaurant
466,Mour Cafe and Pantry,1414 Shore District Dr,30.24355521519553,-97.72837475738348,RIVERSIDE,New American Restaurant
467,Kim Phung Restaurant - Riverside,2237 E Riverside Dr Ste 101-A,30.238419556628845,-97.72705048956585,RIVERSIDE,Vietnamese Restaurant
468,Pokeworks,1920 E Riverside Dr,30.242345,-97.727485,RIVERSIDE,Sushi Restaurant
469,Jacoby's Restaurant & Mercantile,3235 E Cesar Chavez St,30.251634892689825,-97.70733591036253,GOVALLE,New American Restaurant
470,Cafe Nena'i,1700 Montopolis Dr Ste A,30.227208773251657,-97.70224285958413,MONTOPOLIS,Latin American Restaurant
471,Taco More,2015 E Riverside Dr,30.240399044711822,-97.7280855125157,RIVERSIDE,Taco Place
472,Papa John's Pizza,2030 E Oltorf St Ste 114,30.23054554418944,-97.73159906655481,RIVERSIDE,Pizza Place
473,Tin Cup Grill,1020 Grove Blvd,30.237229496105474,-97.70439409294808,PLEASANT VALLEY,American Restaurant
474,La Hacienda Meat Market,2410 E Riverside Dr,30.237029999999997,-97.723904,RIVERSIDE,Mexican Restaurant
475,Rosita's Al Pastor,1911 E Riverside Dr,30.242939,-97.729471,RIVERSIDE,Mexican Restaurant
476,Toss Pizzeria,2901 S 1st St,30.23637958115871,-97.76314031251063,DAWSON,Pizza Place
477,Chipotle Mexican Grill,2320 S Lamar Blvd,30.247625825192163,-97.77547723670978,ZILKER,Mexican Restaurant
478,Crepe Crazy,3103 S Lamar Blvd,30.241713894984468,-97.78462582649634,SOUTH LAMAR,Creperie
479,Jesse's Tacos,,30.301073749642473,-97.68510991545409,WINDSOR PARK,Food Truck
480,Ricas Pupusas,,30.295975840959617,-97.69012964974766,WINDSOR PARK,Food Truck
481,Taqueria Huentitan,4700 Loyola Ln,30.309776,-97.66613100000001,UNIVERSITY HILLS,Food
482,Chick-fil-A,"7710 N FM 620 Rd, Bldg 9, Bldg 9",30.4100464,-97.8507893,FOUR POINTS,Fast Food Restaurant
483,Rudy's Country Store & Bar-B-Q,7709 N FM 620 Rd,30.410550471923152,-97.84938544034952,FOUR POINTS,BBQ Joint
484,Thundercloud Subs,6920 Ranch Rd 620 N,30.4031262,-97.8549974,FOUR POINTS,Sandwich Place
485,Whataburger,8300 N FM 620 Rd,30.420521207929184,-97.84641583263976,FOUR POINTS,Burger Joint
486,Oz Tap House,10601 Ranch Road 2222 Ste H,30.393278,-97.8454,FOUR POINTS,Gastropub
487,McDonald's,7409 N FM 620 Rd,30.407309523758666,-97.85122289325045,FOUR POINTS,Fast Food Restaurant
