,venue,address,latitude,longitude,neighborhood,category
1255,Mighty Fine Burgers,5601 Brodie Ln #1300,30.22707374566258,-97.82114060850913,WESTGATE,Burger Joint
1256,Mad Greens,,30.22800685664383,-97.82074926139263,WESTGATE,Salad Place
1257,Tarka Indian Kitchen,5207 Brodie Ln Ste 120,30.231031458975757,-97.8175086794323,WESTGATE,Indian Restaurant
1258,Chipotle Mexican Grill,5400 Brodie Ln Ste 1230,30.230103,-97.822291,EAST OAK HILL,Mexican Restaurant
1259,Craig O's Pizza & Pastaria,"4970 US 290 W Hwy, Ste 460",30.235769046586412,-97.82081498231314,EAST OAK HILL,Pizza Place
1260,Texadelphia,5400 Brodie Ln,30.228752846375176,-97.82261375901426,EAST OAK HILL,Sandwich Place
1261,LongHorn Steakhouse,4809 W Highway 290,30.23227420256078,-97.81656679913233,WESTGATE,Steakhouse
1262,Doc's Backyard Bar & Grill,5207 Brodie Ln,30.23073672957068,-97.81780850016017,WESTGATE,American Restaurant
1263,Milano Cafe,4601 Southwest Pkwy,30.239727705566008,-97.83188714816359,EAST OAK HILL,Italian Restaurant
1264,Ike's Sandwiches,5207 Brodie Ln Ste 210,30.23018,-97.815466,WESTGATE,Sandwich Place
1265,Poke Austin,5601 Brodie Ln Ste 1200A,30.226726340376135,-97.82122148013497,WESTGATE,Seafood Restaurant
1266,Fire Bowl Cafe,5601 Brodie Ln,30.226289873307017,-97.81963963686977,WESTGATE,Asian Restaurant
1267,Red Robin Gourmet Burgers and Brews,5601 Brodie Ln,30.22868077,-97.82029522,WESTGATE,Restaurant
1268,Bougie's Donuts & Coffee,5400 Brodie Ln,30.232471047794714,-97.82054942786674,EAST OAK HILL,Donut Shop
1269,Nala’s,,30.234819,-97.811574,WESTGATE,Indian Restaurant
1270,Sams club Café,,30.2356277928673,-97.82028879953376,EAST OAK HILL,Café
1271,Project Pollo,"1401 Rosewood Ave A-1, Austin, TX 78702, USA",30.2687694,-97.7240819,CENTRAL EAST AUSTIN,Serves Impossible Products
1272,Starbucks,"300 E 4th St, Austin, TX 78701, USA",30.2655533,-97.7402274,DOWNTOWN,Serves Impossible Products
1273,Starbucks,"1001 Congress Ave  Austin, TX 78701, USA",30.2718468,-97.74097,DOWNTOWN,Serves Impossible Products
1274,Starbucks,"600 Congress Ave Ste. G-270, Austin, TX 78701, USA",30.2682718,-97.7429432,DOWNTOWN,Serves Impossible Products
1275,Starbucks,"110 E 2nd St, Austin, TX 78701, USA",30.2645713,-97.743198,DOWNTOWN,Serves Impossible Products
1276,Truluck's,"400 Colorado St, Austin, TX 78701, USA",30.2668844,-97.7449805,DOWNTOWN,Serves Impossible Products
1277,Starbucks,"301 W 3rd St, Austin, TX 78701, USA",30.2657981,-97.7465297,DOWNTOWN,Serves Impossible Products
1278,Drinks Lounge,"2001 E Cesar Chavez St, Austin, TX 78702, USA",30.2564101,-97.7232758,HOLLY,Serves Impossible Products
1279,Starbucks,"501 W 15th St, Austin, TX 78701, USA",30.2779791,-97.7444288,DOWNTOWN,Serves Impossible Products
1280,Testing Center at The University of Texas at Austin,"SZB, Speedway, Austin, TX 78712, USA",30.2816544,-97.7387608,UT,Serves Impossible Products
1281,Starbucks,"208 Barton Springs Rd, Austin, TX 78704, USA",30.2609161,-97.7474421,BOULDIN CREEK,Serves Impossible Products
1282,The Grove Wine Bar & Kitchen,"800 W 6th St  Austin, TX 78701, USA",30.2708146,-97.7506641,DOWNTOWN,Serves Impossible Products
1283,Lola Savannah Coffee Downtown,"800 W 6th St  Austin, TX 78701, USA",30.2708146,-97.7506641,DOWNTOWN,Serves Impossible Products
1284,Starbucks,"2021 Guadalupe St, Austin, TX 78705, USA",30.2832126,-97.7417518,WEST UNIVERSITY,Serves Impossible Products
1285,Nom Burgers,"2324 E Cesar Chavez St, Austin, TX 78702, USA",30.2550902,-97.7182267,HOLLY,Serves Impossible Products
1286,The Vegan Nom,"2324 E Cesar Chavez St, Austin, TX 78702, USA",30.2550902,-97.7182267,HOLLY,Serves Impossible Products
1287,Starbucks,"907 W 5th St  Austin, TX 78703, USA",30.269586,-97.7538086,DOWNTOWN,Serves Impossible Products
1288,Haymaker,"2310 Manor Rd, Austin, TX 78722, USA",30.2848488,-97.717612,UPPER BOGGY CREEK,Serves Impossible Products
1289,Plucker's Wing Bar,"2222 Rio Grande St Ste D116, Austin, TX 78705, USA",30.2862926,-97.7450435,WEST UNIVERSITY,Serves Impossible Products
1290,Starbucks,"504 W 24th St Suite B, Austin, TX 78705, USA",30.2879367,-97.7426463,WEST UNIVERSITY,Serves Impossible Products
1291,Bird Bird Biscuit,"2701 Manor Rd, Austin, TX 78722, USA",30.2847954,-97.7139637,ROSEWOOD,Serves Impossible Products
1292,Moody's Kitchen and Bar,"2530 Guadalupe St, Austin, TX 78705, USA",30.2899014,-97.7416066,WEST UNIVERSITY,Serves Impossible Products
1293,Starbucks,"1200 Barton Springs Rd, Austin, TX 78704, USA",30.2612354,-97.7579259,ZILKER,Serves Impossible Products
1294,Starbucks,"1920 E Riverside Dr  Austin, TX 78741, USA",30.242302,-97.728274,RIVERSIDE,Serves Impossible Products
1295,Mission Street Burrito,"1505 Town Creek Dr, Austin, TX 78741, USA",30.2416861,-97.7268397,RIVERSIDE,Serves Impossible Products
1296,Starbucks,"1509 S Lamar Blvd  Austin, TX 78704, USA",30.25193,-97.7637839,ZILKER,Serves Impossible Products
1297,Burger King,"2500 E Riverside Dr, Austin, TX 78741, USA",30.2353831,-97.7235728,RIVERSIDE,Serves Impossible Products
1298,Starbucks,"3706 Guadalupe St A, Austin, TX 78705, USA",30.3025965,-97.7385724,WEST UNIVERSITY,Serves Impossible Products
1299,Starbucks,"516 W Oltorf St, Austin, TX 78704, USA",30.24220699999999,-97.7589234,BOULDIN CREEK,Serves Impossible Products
1300,Winebelly,"519 W Oltorf St, Austin, TX 78704, USA",30.2413562,-97.7589601,DAWSON,Serves Impossible Products
1301,Starbucks,"2300 S IH 35 Frontage Rd South, Austin, TX 78704, USA",30.2336587,-97.7423971,ST. EDWARDS,Serves Impossible Products
1302,Starbucks,"1500 W 35th St, Austin, TX 78703, USA",30.3065873,-97.7490549,WINDSOR ROAD,Serves Impossible Products
1303,Jamba,"1201 Barbara Jordan Blvd Ste.. 1295, Austin, TX 78722, USA",30.3066396,-97.709552,RMMA,Serves Impossible Products
1304,Starbucks,"1201 Barbara Jordan Blvd  Austin, TX 78723, USA",30.3066396,-97.709552,RMMA,Serves Impossible Products
1305,Starbucks,"1801 E 51st St BLDG A 190, Austin, TX 78723, USA",30.3032346,-97.6989482,RMMA,Serves Impossible Products
1306,Starbucks,"4400 N Lamar Blvd Ste 104, Austin, TX 78756, USA",30.3126259,-97.7385724,ROSEDALE,Serves Impossible Products
1307,Starbucks,"2727 Exposition Blvd Unit  Austin, TX 78703, USA",30.3041633,-97.7642509,WEST AUSTIN NG,Serves Impossible Products
1308,Dog Haus,"5610 N Interstate Hwy 35, Austin, TX 78751, USA",30.3161497,-97.7084916,NORTH LOOP,Serves Impossible Products
1309,Starbucks,"500A E Ben White Blvd, Austin, TX 78704, USA",30.2204806,-97.7573953,ST. EDWARDS,Serves Impossible Products
1310,Burger King,"1001 E Ben White Blvd, Austin, TX 78704, USA",30.2167784,-97.7548485,EAST CONGRESS,Serves Impossible Products
1311,Barley Bean Coffee,"3600 S Lamar Blvd, Austin, TX 78704, USA",30.23921709999999,-97.7888983,BARTON HILLS,Serves Impossible Products
1312,Burger King,"3001 Montopolis Dr, Austin, TX 78741, USA",30.21345999999999,-97.7108882,MONTOPOLIS,Serves Impossible Products
1313,Starbucks,"3300 Bee Cave Rd, Austin, TX 78746, USA",30.2737748,-97.7986026,BARTON CREEK MALL,Serves Impossible Products
1314,Plucker's Wing Bar,"6406 N Interstate 35 Frontage Rd Ste 2949, Austin, TX 78752, USA",30.3238975,-97.7078456,ST. JOHNS,Serves Impossible Products
1315,Plucker's Wing Bar,"3909-B S Lamar Blvd, Austin, TX 78704, USA",30.2367472,-97.7909158,SOUTH LAMAR,Serves Impossible Products
1316,Starbucks,"4006 S Lamar Blvd, Austin, TX 78704, USA",30.237863,-97.7932088,BARTON HILLS,Serves Impossible Products
1317,Burger King,"FM 969, Austin, TX 78724, USA",30.26345689999999,-97.6221439,ROGERS HILL,Serves Impossible Products
1318,Starbucks,"2300 W Ben White Blvd, Austin, TX 78704, USA",30.2334001,-97.7914251,SOUTH LAMAR,Serves Impossible Products
1319,Starbucks,"7709 E Ben White Blvd  Austin, TX 78744, USA",30.2176804,-97.6897877,SOUTHEAST,Serves Impossible Products
1320,Starbucks,"2025 W Ben White Blvd, Austin, TX 78704, USA",30.2295135,-97.7893654,WESTGATE,Serves Impossible Products
1321,The Cheesecake Factory,"2901 S Capital of Texas Hwy, Austin, TX 78746, USA",30.2573622,-97.8072249,BARTON CREEK MALL,Serves Impossible Products
1322,Starbucks,"2901 S Capital of Texas Hwy Space E01, Austin, TX 78746, USA",30.2573622,-97.8072249,BARTON CREEK MALL,Serves Impossible Products
1323,Burger King,"7105 N Interstate Hwy 35 Apt 35, Austin, TX 78752, USA",30.3320885,-97.7035501,ST. JOHNS,Serves Impossible Products
1324,85°C Bakery Cafe,"6929 Airport Blvd  Austin, TX 78752, USA",30.3364493,-97.7172726,HIGHLAND,Serves Impossible Products
1325,Black Star Co-Op,"7020 Easy Wind Dr, Austin, TX 78752, USA",30.3384951,-97.7187753,CRESTVIEW,Serves Impossible Products
1326,Starbucks,"3317 Northland Dr ste a, Austin, TX 78731, USA",30.33698029999999,-97.7570557,ALLANDALE,Serves Impossible Products
1327,Rusty Cannon Pub,"730 W Stassney Ln  Austin, TX 78745, USA",30.2091548,-97.7834734,SOUTH MANCHACA,Serves Impossible Products
1328,Starbucks,"701 South S Capital of Texas Hwy B-200, Austin, TX 78746, USA",30.292598,-97.825278,BARTON CREEK MALL,Serves Impossible Products
1329,Starbucks,"3637 Far W Blvd, Austin, TX 78731, USA",30.3546274,-97.7564827,NORTHWEST HILLS,Serves Impossible Products
1330,Austin Terrier,"3435 Greystone Dr, Austin, TX 78731, USA",30.3570553,-97.7487578,NORTHWEST HILLS,Serves Impossible Products
1331,Starbucks,"5300 S MoPac Expy, Austin, TX 78749, USA",30.2338365,-97.8278761,EAST OAK HILL,Serves Impossible Products
1332,The Grove Wine Bar & Kitchen,"6317 Bee Cave Rd  Austin, TX 78746, USA",30.2961285,-97.8328859,BARTON CREEK MALL,Serves Impossible Products
1333,Dog Haus,"8023 Burnet Rd, Austin, TX 78757, USA",30.3590985,-97.7295107,WOOTEN,Serves Impossible Products
1334,Plant B,"8023 Burnet Rd, Austin, TX 78757, USA",30.3590985,-97.7295107,WOOTEN,Serves Impossible Products
1335,Fatburger,"8023 Burnet Rd, Austin, TX 78723, USA",30.3590985,-97.7295107,WOOTEN,Serves Impossible Products
1336,Starbucks,"2900 W Anderson Ln, Austin, TX 78757, USA",30.3590684,-97.7359414,NORTH SHOAL CREEK,Serves Impossible Products
1337,Starbucks,"6816 West Gate Blvd, Austin, TX 78745, USA",30.20793639999999,-97.8154023,GARRISON PARK,Serves Impossible Products
1338,Burger King,"9523 N Lamar Blvd, Austin, TX 78753, USA",30.36520329999999,-97.69536440000002,NORTH LAMAR,Serves Impossible Products
1339,Starbucks,"6600 S MoPac Expy  Austin, TX 78749, USA",30.2226489,-97.8364554,EAST OAK HILL,Serves Impossible Products
1340,Plucker's Wing Bar,"9070 Research Blvd Ste 201C, Austin, TX 78758, USA",30.3726587,-97.7280278,NORTH SHOAL CREEK,Serves Impossible Products
1341,Starbucks,"8040 Mesa Dr, Austin, TX 78731, USA",30.3715752,-97.758223,BULL CREEK,Serves Impossible Products
1342,Austin Beerworks,"3001 Industrial Terrace, Austin, TX 78758, USA",30.3795323,-97.7298715,NORTH BURNET,Serves Impossible Products
1343,Starbucks,"9300 S I- 35 Service Rd G100, Austin, TX 78748, USA",30.1655277,-97.7882401,SLAUGHTER CREEK,Serves Impossible Products
1344,Starbucks,"9500 S I-35, Feeder Rd Bldg G, Austin, TX 78748, USA",30.1629477,-97.7940152,SLAUGHTER CREEK,Serves Impossible Products
1345,Burger King,"1905 W Slaughter Ln, Austin, TX 78748, USA",30.1733329,-97.8227309,SLAUGHTER CREEK,Serves Impossible Products
1346,The Cheesecake Factory,"10000 Research Blvd, Austin, TX 78759, USA",30.3922683,-97.7482011,JOLLYVILLE,Serves Impossible Products
1347,Starbucks,"10107 Research Blvd, Austin, TX 78759, USA",30.3927426,-97.7438771,GATEWAY,Serves Impossible Products
1348,Truluck's,"10225 Research Blvd Suite 4000, Austin, TX 78759, USA",30.3944546,-97.7438587,GATEWAY,Serves Impossible Products
1349,The Brass Tap,"10910 Domain Dr, Austin, TX 78758, USA",30.3954441,-97.7269882,NORTH BURNET,Serves Impossible Products
1350,Starbucks,"7015 West US, W Hwy 290, Austin, TX 78736, USA",30.232506,-97.874046,WEST OAK HILL,Serves Impossible Products
1351,Starbucks,"9722 Great Hills Trail  Austin, TX 78759, USA",30.3955849,-97.7517712,JOLLYVILLE,Serves Impossible Products
1352,Burger King,"3906 W Braker Ln, Austin, TX 78759, USA",30.3970961,-97.7342228,MCNEIL,Serves Impossible Products
1353,Plucker's Wing Bar,"7101 State Hwy 71 Ste E19, Austin, TX 78735, USA",30.2343576,-97.8764543,WEST OAK HILL,Serves Impossible Products
1354,Starbucks,"9911 Brodie Ln, Austin, TX 78748, USA",30.1838903,-97.8477599,CHERRY CREEK,Serves Impossible Products
1355,Starbucks,"3328 W Slaughter Ln, Austin, TX 78748, USA",30.1827474,-97.8470162,CHERRY CREEK,Serves Impossible Products
1356,JINYA Ramen Bar,"3210 Esperanza Crossing Suite 130, Austin, TX 78758, USA",30.4006263,-97.7241031,NORTH BURNET,Serves Impossible Products
1357,Starbucks,"11410 MoPac Expy c09, Austin, TX 78759, USA",30.4019834,-97.7265094,NORTH BURNET,Serves Impossible Products
1358,Starbucks,"10900 Research Blvd, Austin, TX 78759, USA",30.401681,-97.7474544,JOLLYVILLE,Serves Impossible Products
1359,The park at Domain,"11601 Domain Dr, Austin, TX 78758, USA",30.402766,-97.7237458,NORTH BURNET,Serves Impossible Products
1360,Starbucks,"3120 Palm Way  Austin, TX 78758, USA",30.4029773,-97.7213765,NORTH BURNET,Serves Impossible Products
1361,Starbucks,"1606 E Parmer Ln Suite 100, Austin, TX 78753, USA",30.3885819,-97.6501486,TECH RIDGE,Serves Impossible Products
1362,Starbucks,"9600 Escarpment Blvd bldg f 700, Austin, TX 78749, USA",30.2034434,-97.8787929,VILLAGE AT WESTERN OAKS,Serves Impossible Products
1363,Starbucks,"1700 W Parmer Ln, Austin, TX 78727, USA",30.413383,-97.6895545,GRACY WOODS,Serves Impossible Products
1364,Red Robin,"13000 N IH35 SBFR  Austin, TX 78753, USA",30.4107589,-97.6754226,GRACY WOODS,Serves Impossible Products
1365,Starbucks,"2505 W Parmer Ln, Austin, TX 78727, USA",30.418834,-97.7027547,GRACY WOODS,Serves Impossible Products
1366,Starbucks,"11220 FM 2222, Austin, TX 78730, USA",30.4024887,-97.8503265,FOUR POINTS,Serves Impossible Products
1367,Starbucks,"7710 N FM 620 Unit 610, Austin, TX 78726, USA",30.4093326,-97.852159,FOUR POINTS,Serves Impossible Products
1368,Dog Haus,"7710 N FM 620 Building 7, Suite 750, Austin, TX 78726, USA",30.4093326,-97.852159,FOUR POINTS,Serves Impossible Products
1369,Starbucks,"6301 W Parmer Ln  Austin, TX 78729, USA",30.445215,-97.7439195,POND SPRINGS,Serves Impossible Products
1370,Starbucks,"12400 State Hwy 71 West 710, Austin, TX 78738, USA",30.304773,-97.934122,WEST OAK HILL,Serves Impossible Products
1371,Starbucks,"5145 N FM 620, Austin, TX 75783, USA",30.3891676,-97.8838207,FOUR POINTS,Serves Impossible Products
1372,Burger King,"13450 Highway 183 North, Austin, TX 78750, USA",30.45442809999999,-97.7915855,ANDERSON MILL,Serves Impossible Products
1373,Starbucks,"9617 Anderson Mill Rd  Austin, TX 78750, USA",30.44812569999999,-97.7913296,ANDERSON MILL,Serves Impossible Products
1374,Starbucks,"11521 N FM 620 N 950, Austin, TX 78726, USA",30.453184,-97.827004,ANDERSON MILL,Serves Impossible Products
1375,The Grove Wine Bar & Kitchen,"3001 Ranch Rd 620 S, Austin, TX 78738, USA",30.3339417,-97.9677579,WEST OAK HILL,Serves Impossible Products
1376,Starbucks,"10900 Lakeline Mall Blvd, Austin, TX 78717, USA",30.4755413,-97.7963563,AVERY RANCH--LAKELINE,Serves Impossible Products
1377,Starbucks,"14028 N, US-183  Austin, TX 78717, USA",30.4760825,-97.8036994,AVERY RANCH--LAKELINE,Serves Impossible Products
1378,85°C Bakery Cafe,"11301 South Lakeline Blvd  Austin, TX 78717, USA",30.47798,-97.8003864,AVERY RANCH--LAKELINE,Serves Impossible Products
1379,Burger King,"13542 US-290, Austin, TX 78737, USA",30.1971913,-98.0003762,CIRCLE C SOUTH,Serves Impossible Products
1380,Starbucks,"900 N Austin Ave  Georgetown, TX 78626, USA",30.6494425,-97.6772158,AVERY RANCH--LAKELINE,Serves Impossible Products
1381,Burger King,"476 E Austin St, Giddings, TX 78942, USA",30.1815476,-96.93364,WHISPER VALLEY,Serves Impossible Products
1382,Starbucks,"2325 E Austin St, Giddings, TX 78942, USA",30.1795766,-96.9146559,WHISPER VALLEY,Serves Impossible Products
1383,Greater Goods RoastingEast 5th,"2501 E 5th St, Austin, TX 78702",30.2576832,-97.7149818,HOLLY,Serves Oatly Products
1384,Fleet Coffee,"2427 Webberville Rd, Austin, TX 78702",30.2627612,-97.714359,CENTRAL EAST AUSTIN,Serves Oatly Products
1385,Lou's Bodega,"1900 E Cesar Chavez St, Austin, TX 78702",30.2572433,-97.7243365,HOLLY,Serves Oatly Products
1386,Flat Track Coffee,"1619 E Cesar Chavez St, Austin, TX 78702",30.2577025,-97.7271792,EAST CESAR CHAVEZ,Serves Oatly Products
1387,Royal Blue #6 E. 6th,"1629 E 6th St, Austin, TX 78702",30.2624811,-97.7252004,EAST CESAR CHAVEZ,Serves Oatly Products
1388,Cenote,"1010 E Cesar Chavez St, Austin, TX 78702",30.2605439,-97.7336712,EAST CESAR CHAVEZ,Serves Oatly Products
1389,Brew & Brew,"500 San Marcos St, Austin, TX 78702",30.264584,-97.7331407,EAST CESAR CHAVEZ,Serves Oatly Products
1390,Creature Coffee,"807 E 4th St, Austin, TX 78702",30.2635083,-97.7346683,EAST CESAR CHAVEZ,Serves Oatly Products
1391,Royal Blue #5 On Rainey Street Caffe Medici 8c,"51 Rainey St, Austin, TX 78701",30.2572454,-97.7390816,DOWNTOWN,Serves Oatly Products
1392,Little Brother Bar,"89 Rainey St, Austin, TX 78701",30.259835,-97.738067,DOWNTOWN,Serves Oatly Products
1393,Alta's Cafe,"74 Trinity St, Austin, TX 78701",30.2605631,-97.7417628,DOWNTOWN,Serves Oatly Products
1394,Henbit,"111 Congress Ave, Austin, TX 78701",30.263536,-97.7435761,DOWNTOWN,Serves Oatly Products
1395,The Line Hotel,"111 E Cesar Chavez St, Austin, TX 78701",30.2626651,-97.7436224,DOWNTOWN,Serves Oatly Products
1396,Houndstooth (mlk),"2823 E Martin Luther King Jr Blvd, Austin, TX 78702",30.2808681,-97.7099338,CHESTNUT,Serves Oatly Products
1397,Forthright Cafe,"35 Brazos St, Austin, TX 78701",30.2624404,-97.7430509,DOWNTOWN,Serves Oatly Products
1398,Squeezery,"612 Brazos St, Austin, TX 78701",30.2684949,-97.7416066,DOWNTOWN,Serves Oatly Products
1399,Caffe Medici,"200 Congress Ave, Austin, TX 78701",30.2648019,-97.7445985,DOWNTOWN,Serves Oatly Products
1400,Royal Blue #3 On Congress Intelligentsia Coffee Inc,"609 Congress Ave, Austin, TX 78701",30.2683203,-97.7422856,DOWNTOWN,Serves Oatly Products
1401,Caffe Medici,"804 Congress Ave, Austin, TX 78701",30.2703124,-97.7424048,DOWNTOWN,Serves Oatly Products
1402,Bistro At Lark & Ow,"205 W 6th St, Austin, TX 78701",30.2681104,-97.7443683,DOWNTOWN,Serves Oatly Products
1403,Royal Blue #1 On 3rd St,"241 W 3rd St, Austin, TX 78701",30.265616,-97.7459139,DOWNTOWN,Serves Oatly Products
1404,South Bites Coffee Bar,"1400 Lavaca St, Austin, TX 78701",30.2770943,-97.7427312,DOWNTOWN,Serves Oatly Products
1405,Royal Blue #2 On Nueces,"360 Nueces St, Austin, TX 78701",30.2673094,-97.7499037,DOWNTOWN,Serves Oatly Products
1406,Juan Pelota Cafe,"400 Nueces St, Austin, TX 78701",30.2681085,-97.7492671,DOWNTOWN,Serves Oatly Products
1407,Intelligentsia Coffee Inc,"607 W 3rd St, Austin, TX 78701",30.2667619,-97.7500735,DOWNTOWN,Serves Oatly Products
1408,Manana,"1603 S Congress Ave, Austin, TX 78704",30.2473651,-97.7501159,SOUTH RIVER CITY,Serves Oatly Products
1409,Tiny House Coffee Roasters,"801 Barton Springs Rd, Austin, TX 78704",30.25890739999999,-97.7526201,BOULDIN CREEK,Serves Oatly Products
1410,Allegro Coffee Co. - Global Coffee Mart,"550 Bowie St, Austin, TX 78703",30.2706347,-97.7528921,DOWNTOWN,Serves Oatly Products
1411,Idlewild,"812 W 12th St, Austin, TX 78701",30.2763772,-97.7489806,DOWNTOWN,Serves Oatly Products
1412,Caffe Medici,"2222b Guadalupe St, Austin, TX 78705",30.2855121,-97.7421392,WEST UNIVERSITY,Serves Oatly Products
1413,Caffe Medici Guadalupe,"2222 Guadalupe St, Austin, TX 78705",30.2855366,-97.7420028,WEST UNIVERSITY,Serves Oatly Products
1414,Whole Foods Market,"525 N Lamar Blvd, Austin, TX 78703",30.2705496,-97.7531762,DOWNTOWN,Serves Oatly Products
1415,2018 Sweetish Hill Bakery Llc,"1120 W 6th St, Austin, TX 78703",30.2726065,-97.7564383,OLD WEST AUSTIN,Serves Oatly Products
1416,Bouldin Creek Coffeehouse,"1900 S 1st St, Austin, TX 78704",30.2464987,-97.756801,BOULDIN CREEK,Serves Oatly Products
1417,Carpenter Hotel,"400 Josephine St, Austin, TX 78704",30.26224029999999,-97.75875,ZILKER,Serves Oatly Products
1418,Caffe Medici,"1100 S Lamar Blvd, Austin, TX 78704",30.2556904,-97.7630622,ZILKER,Serves Oatly Products
1419,Juice Society,"1116 S Lamar Blvd, Austin, TX 78704",30.2551972,-97.7622723,ZILKER,Serves Oatly Products
1420,Whichcraft,"1900 Simond Ave, Austin, TX 78723",30.2972128,-97.7041709,RMMA,Serves Oatly Products
1421,Caffe Medici,"1101 W Lynn St, Austin, TX 78703",30.2795199,-97.7594222,OLD WEST AUSTIN,Serves Oatly Products
1422,Rebel Cheese,"2200 Aldrich St, Austin, TX 78723",30.3010368,-97.7035713,RMMA,Serves Oatly Products
1423,Cosmic Coffee + Beer Garden,"121 Pickle Rd, Austin, TX 78704",30.2267619,-97.7625316,DAWSON,Serves Oatly Products
1424,Spokesman,"440 E Saint Elmo Rd, Austin, TX 78745",30.216661,-97.7617463,EAST CONGRESS,Serves Oatly Products
1425,Natural Grocers By Vitamin Cottage,"4615 N Lamar Blvd, Austin, TX 78751",30.3154649,-97.7346205,TRIANGLE STATE,Serves Oatly Products
1426,Common Grounds (woodway) Cenote #2 (cameron Rd),"6214 Cameron Rd, Austin, TX 78723",30.3204538,-97.6969972,WINDSOR PARK,Serves Oatly Products
1427,Radio Coffee & Beer,"4204 Manchaca Rd, Austin, TX 78704",30.2315357,-97.78775170000002,SOUTH LAMAR,Serves Oatly Products
1428,Delaware North (medici Cafe'),"3600 Presidential Blvd, Austin, TX 78719",30.2049088,-97.6671315,BERGSTROM,Serves Oatly Products
1429,Dia's Market,"812 Justin Ln, Austin, TX 78757",30.3374065,-97.7203908,CRESTVIEW,Serves Oatly Products
1430,Fat Cats,"7020 Easy Wind Dr, Austin, TX 78752",30.3384951,-97.7187753,CRESTVIEW,Serves Oatly Products
1431,Bougie's Donuts,"5400 Brodie Ln, Austin, TX 78745",30.2296693,-97.8224335,EAST OAK HILL,Serves Oatly Products
1432,Taco Cabana,"2507 E Riverside Dr, Austin, TX 78741",30.233773,-97.724294,RIVERSIDE,Serves Beyond Products
